Timestamp,Hey guys! I just saw that a penguin escaped.,I'm going out with the guys. You can deal with the penguins.,We're going to need to hire a Python guy to deal with our penguin problems.,This would never have happened if the Java guys were here.,That penguin is such a good guy,Those guys dealt with the penguin emergency so professionally.,I met a great Erlang guy the other day who knows how to deal with thorny penguin issues,Do you identify as a woman?,Unnamed: 10,???
2013-12-26 17:45:07,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Australia,
2013-12-26 17:45:11,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Washington,
2013-12-26 17:45:16,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,UK (Kent),
2013-12-26 17:45:38,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Phoenixville,
2013-12-26 17:45:38,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,UK,
2013-12-26 17:46:09,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,germany,
2013-12-26 17:46:20,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 17:46:36,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Iowa,
2013-12-26 17:46:49,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Canada,
2013-12-26 17:47:02,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Pittsburgh,
2013-12-26 17:47:05,just men,just men,just men,just men,just men,just men,just men,No,Here,
2013-12-26 17:47:13,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,20036,
2013-12-26 17:48:34,gender neutral,just men,just men,just men,just men,just men,just men,Yes,london,
2013-12-26 17:48:37,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Chicago,
2013-12-26 17:49:05,just men,just men,just men,just men,just men,just men,just men,No,,
2013-12-26 17:49:07,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 17:49:18,gender neutral,just men,just men,just men,just men,just men,just men,No,UK,
2013-12-26 17:49:30,gender neutral,just men,just men,just men,just men,just men,just men,No,UK,
2013-12-26 17:50:31,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,London,
2013-12-26 17:50:43,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Sweden,
2013-12-26 17:50:59,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Berlin,
2013-12-26 17:51:39,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Uk,
2013-12-26 17:51:46,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,Wellington,
2013-12-26 17:52:14,just men,just men,just men,just men,just men,just men,just men,Yes,NYC,
2013-12-26 17:53:33,gender neutral,just men,just men,gender neutral,just men,just men,just men,Yes,uk,
2013-12-26 17:54:38,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 17:55:29,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,uk,
2013-12-26 17:57:15,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Ohio,
2013-12-26 17:57:20,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 17:57:27,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,,
2013-12-26 17:57:33,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,San Francisco,
2013-12-26 17:57:46,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,Nowray,
2013-12-26 17:58:48,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Germany,
2013-12-26 17:59:03,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Germany,
2013-12-26 18:00:11,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,London,
2013-12-26 18:00:51,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Brisbane,
2013-12-26 18:01:44,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,Yes,Netherlands,
2013-12-26 18:02:01,gender neutral,just men,just men,just men,just men,just men,just men,No,,
2013-12-26 18:02:47,gender neutral,just men,just men,just men,just men,just men,just men,Yes,,
2013-12-26 18:02:54,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Denmark,
2013-12-26 18:03:22,gender neutral,just men,just men,just men,just men,just men,just men,Yes,San Francisco,
2013-12-26 18:03:32,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,,
2013-12-26 18:03:41,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 18:03:51,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-26 18:04:10,just men,just men,just men,just men,just men,just men,just men,No,Ohio,
2013-12-26 18:04:28,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Verona,
2013-12-26 18:05:06,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Oakland,
2013-12-26 18:05:22,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 18:05:29,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Paris,
2013-12-26 18:05:51,just men,just men,just men,just men,just men,just men,just men,No,UK,
2013-12-26 18:05:57,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,San Francisco,
2013-12-26 18:06:01,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Brooklyn,
2013-12-26 18:06:10,just men,just men,just men,just men,just men,just men,just men,No,lisbon,
2013-12-26 18:07:27,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Portland OR,
2013-12-26 18:07:52,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,California,
2013-12-26 18:07:58,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Norway,
2013-12-26 18:08:03,gender neutral,just men,just men,just men,just men,just men,just men,Yes,brighton,
2013-12-26 18:08:33,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Austin,
2013-12-26 18:08:36,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,berlin,
2013-12-26 18:08:39,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Brooklyn,
2013-12-26 18:09:03,gender neutral,gender neutral,gender neutral,gender neutral,just men,just men,just men,No,Seattle Wa,
2013-12-26 18:09:35,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Australia,
2013-12-26 18:09:42,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,UK,
2013-12-26 18:09:47,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,uk,
2013-12-26 18:09:50,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Seattle,
2013-12-26 18:11:11,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,UK,
2013-12-26 18:11:15,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Yorkshire,
2013-12-26 18:13:11,gender neutral,just men,gender neutral,gender neutral,just men,just men,just men,No,London,
2013-12-26 18:13:24,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Argentina,
2013-12-26 18:13:34,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,just men,No,Iceland,
2013-12-26 18:13:49,just men,just men,just men,just men,gender neutral,just men,just men,No,,
2013-12-26 18:14:46,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Oakland,
2013-12-26 18:15:24,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,UK,
2013-12-26 18:16:00,gender neutral,just men,just men,just men,just men,just men,just men,No,new york,
2013-12-26 18:17:37,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,london,
2013-12-26 18:17:40,gender neutral,just men,just men,just men,just men,just men,just men,No,Alabama,
2013-12-26 18:17:48,gender neutral,just men,just men,just men,just men,just men,just men,No,Alabama,
2013-12-26 18:17:59,gender neutral,just men,just men,just men,just men,gender neutral,gender neutral,Yes,England,
2013-12-26 18:18:20,just men,just men,just men,just men,just men,just men,just men,No,,
2013-12-26 18:19:02,just men,just men,just men,just men,just men,just men,just men,Yes,Seattle,
2013-12-26 18:19:40,gender neutral,just men,just men,just men,just men,just men,just men,No,Germany,
2013-12-26 18:19:58,gender neutral,gender neutral,just men,just men,just men,gender neutral,just men,No,Sofa,
2013-12-26 18:20:50,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 18:20:54,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Portland,
2013-12-26 18:22:33,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,just men,No,Glasgow,
2013-12-26 18:22:36,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,Brisbane,
2013-12-26 18:22:46,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Boulder CO,
2013-12-26 18:24:06,just men,just men,gender neutral,just men,gender neutral,gender neutral,just men,No,Catalonia,
2013-12-26 18:24:20,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Seattle,
2013-12-26 18:24:36,just men,just men,just men,just men,just men,just men,just men,Yes,Canada,
2013-12-26 18:24:42,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Brooklyn NY,
2013-12-26 18:24:53,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Perth,
2013-12-26 18:25:01,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,,
2013-12-26 18:25:22,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Atlanta,
2013-12-26 18:25:51,gender neutral,gender neutral,just men,gender neutral,gender neutral,gender neutral,just men,No,Seattle ,
2013-12-26 18:27:09,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Illinois,
2013-12-26 18:28:00,gender neutral,gender neutral,gender neutral,just men,gender neutral,just men,just men,No,Berlin,
2013-12-26 18:29:09,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 18:29:12,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,,
2013-12-26 18:29:26,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 18:29:30,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Australia ,
2013-12-26 18:29:32,gender neutral,just men,gender neutral,just men,just men,gender neutral,just men,No,Denmark,
2013-12-26 18:30:13,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,,
2013-12-26 18:30:18,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,New York,
2013-12-26 18:30:30,just men,just men,just men,just men,just men,just men,just men,No,Berlin,
2013-12-26 18:30:56,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,uk,
2013-12-26 18:31:11,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,nyc,
2013-12-26 18:31:27,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Bay Area,
2013-12-26 18:32:01,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,Yes,San Jose,
2013-12-26 18:32:08,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Boston,
2013-12-26 18:32:12,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Oakland,
2013-12-26 18:32:37,just men,just men,just men,just men,just men,just men,just men,No,Somewhere in germany,
2013-12-26 18:32:44,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,AU,
2013-12-26 18:33:00,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Australia,
2013-12-26 18:33:45,just men,just men,just men,just men,just men,just men,just men,No,Germany,
2013-12-26 18:33:46,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-26 18:35:02,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,UK,
2013-12-26 18:35:06,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,Canada,
2013-12-26 18:35:38,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,Australia,
2013-12-26 18:36:10,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Portland,
2013-12-26 18:36:44,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,Belgium,
2013-12-26 18:37:16,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,London,
2013-12-26 18:37:23,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,New York ,
2013-12-26 18:37:51,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Netherlands,
2013-12-26 18:37:59,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Germany,
2013-12-26 18:38:10,gender neutral,just men,just men,just men,just men,just men,just men,No,Berlin,
2013-12-26 18:39:34,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,Yes,Victoria,
2013-12-26 18:41:14,gender neutral,just men,just men,just men,just men,just men,just men,No,austria,
2013-12-26 18:42:07,gender neutral,just men,just men,just men,just men,just men,just men,Yes,canada,
